Job Id,Experience,Qualifications,Salary Range,location,Country,latitude,longitude,Work Type,Company Size,Job Posting Date,Preference,Job Title,Role,Job Portal,skills,Company
1.19171E+15,4 to 9 Years,BA,62-129,Charlotte Amalie,Virgin Islands (U.S.),18.3358,-64.8963,Intern,125427,30-05-2022,Female,Account Director,Account Strategist,SimplyHired,Account management Client relations Marketing strategies Campaign optimization Data analysis Communication skills,Bajaj Auto
3.85984E+14,1 to 15 Years,BBA,56-82,Yaounde,Cameroon,7.3697,12.3547,Temporary,55648,05-08-2023,Female,Database Administrator,Database Developer,CareerBuilder,"Database design and development SQL and database querying Data modeling Programming languages (e.g., Java, Python) Data security and privacy regulations knowledge",News Corp.
1.62447E+15,1 to 15 Years,B.Tech,59-80,Moroni,Comoros,-11.6455,43.3333,Intern,107738,19-02-2022,Both,Research Analyst,Social Science Researcher,Idealist,"Social science research methods Qualitative and quantitative data analysis Survey design and implementation Ethnographic research Interviewing skills Research ethics Statistical software (e.g., Stata, NVivo) Report writing Communication skills Critical thinking Empathy",KKR
1.37351E+15,3 to 9 Years,B.Tech,56-109,Madrid,Spain,40.4637,-3.7492,Temporary,91636,29-05-2023,Male,Data Entry Clerk,Record Keeper,Jobs2Careers,Records management Data entry and retrieval Attention to detail,Arconic
2.82825E+15,5 to 14 Years,MCA,64-130,Belmopan,Belize,17.1899,-88.4976,Intern,43166,23-04-2022,Female,Registered Nurse,Staff Nurse,Idealist,Nursing care Patient assessment Medical knowledge,"Revlon, Inc."
2.28317E+15,3 to 8 Years,BA,59-89,Valletta,Malta,35.9375,14.3754,Temporary,99455,05-01-2022,Female,Tax Consultant,International Tax Consultant,CareerBuilder,International tax law knowledge Transfer pricing Cross-border tax planning Tax treaties and agreements Foreign tax credits International tax compliance Transfer pricing documentation Multinational tax strategies Client relationship management Communication skills Tax software proficiency,Dow
6.14048E+13,5 to 10 Years,M.Com,62-127,Yaounde,Cameroon,7.3697,12.3547,Temporary,65648,24-01-2023,Female,Speech Therapist,Speech Pathologist,Internships.com,Speech pathology Articulation therapy Language disorders Speech assessment Therapy planning Communication skills,Philip Morris International
1.43808E+14,4 to 8 Years,B.Com,55-105,Yaounde,Cameroon,7.3697,12.3547,Contract,65183,11-05-2023,Female,Sales Manager,Regional Sales Director,SimplyHired,Sales strategy development Territory management Sales team leadership,Enterprise Products Partners
9.72331E+14,4 to 10 Years,BCA,59-123,Brazzaville,Republic Of Congo,-0.228,15.8277,Full-Time,73840,22-12-2022,Both,Social Worker,Mental Health Counselor,Monster,Counseling techniques Psychotherapy Mental health assessment Treatment planning Crisis intervention Ethical standards Empathy and active listening Cultural competence Documentation Communication skills Self-care Licensing and certification,Bayer AG
8.3249E+14,5 to 12 Years,PhD,59-114,Cockburn Town,Turks and Caicos Islands,21.694,-71.7979,Part-Time,25713,11-01-2023,Female,Nurse Practitioner,Family Nurse Practitioner,The Muse,Family medicine Health assessment Pediatric care Chronic disease management Patient education,Carrier Global
1.8892E+15,0 to 13 Years,B.Com,64-92,Phnom Penh,Cambodia,12.5657,104.9909,Temporary,14771,06-05-2023,Male,Landscape Architect,Urban Planner,Monster,Urban design and planning Zoning regulations GIS and mapping tools,UnitedHealth Group
2.90488E+15,4 to 14 Years,B.Tech,63-109,Yerevan,Armenia,40.0691,45.0382,Intern,48875,07-03-2023,Female,UX Researcher,User Researcher,FlexJobs,User research methods Usability testing Data analysis and interpretation,UGI
2.16307E+15,4 to 11 Years,BA,57-125,Hagatna,Guam,13.4443,144.7937,Temporary,18334,13-09-2023,Male,Account Manager,Sales Account Manager,FlexJobs,Account management Sales strategy Negotiation and closing skills,Disney+
8.19508E+14,2 to 10 Years,B.Com,65-88,Castries,St. Lucia,13.9094,-60.9789,Part-Time,45782,28-09-2022,Both,Investment Banker,Financial Analyst,USAJOBS,Financial analysis Data analysis Financial modeling,General Electric
4.63605E+14,2 to 9 Years,BBA,65-117,Brazzaville,Republic Of Congo,-0.228,15.8277,Intern,58759,08-04-2023,Female,IT Support Specialist,Desktop Support Technician,USAJOBS,"Desktop hardware and software troubleshooting Operating system expertise (e.g., Windows, macOS) Remote desktop support Hardware and software upgrades Customer service skills",Brighthouse Financial
9.1461E+14,3 to 12 Years,BA,61-111,Belmopan,Belize,17.1899,-88.4976,Temporary,40875,22-08-2023,Male,Art Director,Art Curator,Internships.com,Art history and knowledge Art curation and exhibition planning Collections management Art market trends Cultural awareness,Deutsche Pfandbriefbank AG
4.01561E+14,5 to 12 Years,PhD,57-125,New Delhi,India,20.5937,78.9629,Full-Time,42159,28-09-2022,Female,Account Executive,Sales Account Executive,Internships.com,Sales strategies and tactics Account management Relationship building Sales forecasting Industry and product knowledge,GlaxoSmithKline
2.0168E+15,1 to 11 Years,BCA,65-121,Islamabad,Pakistan,30.3753,69.3451,Intern,54212,28-02-2023,Both,Project Manager,Agile Project Manager,The Muse,"Agile methodologies Scrum or Kanban Team collaboration Agile tools (e.g., Jira)",Hindalco Industries
1.69892E+15,4 to 13 Years,MCA,65-84,Bandar Seri Begawan,Brunei,4.5353,114.7277,Full-Time,110983,20-01-2023,Male,Civil Engineer,Structural Engineer,SimplyHired,"Structural engineering principles Structural analysis and design software (e.g., AutoCAD, SAP2000) Building codes and standards Project management Structural integrity assessment",Lincoln National
1.1199E+15,4 to 13 Years,MBA,59-101,Gaza,West Bank and Gaza,31.9522,35.2332,Full-Time,22971,11-03-2022,Male,Procurement Manager,Procurement Analyst,Idealist,Procurement processes Vendor assessment Contract negotiation Purchase order management Spend analysis Market research Supplier relationship management Data analysis Problem-solving Attention to detail Communication skills Financial acumen,Nestle India
2.90532E+15,3 to 10 Years,B.Com,63-114,Roseau,Dominica,15.4149,-61.3705,Intern,87873,09-11-2022,Female,Substance Abuse Counselor,Family Counselor,Monster,Family counseling Marriage and family therapy Conflict resolution skills,Electrocomponents
2.85346E+15,0 to 9 Years,B.Tech,56-125,London,UK,55.3781,-3.436,Intern,58034,03-08-2022,Male,Data Engineer,Data Architect,Indeed,Data architecture design Database management systems Data modeling,Equitable Holdings
1.85301E+15,3 to 9 Years,MCA,64-83,Kabul,Afghanistan,33.9391,67.71,Part-Time,128742,21-04-2022,Male,Sales Manager,Regional Sales Director,Jobs2Careers,Sales strategy development Territory management Sales team leadership,Bajaj Finserv
7.51362E+14,5 to 8 Years,BBA,58-88,Ulaanbaatar,Mongolia,46.8625,103.8467,Contract,24654,11-05-2022,Female,Supply Chain Analyst,Logistics Analyst,The Muse,Supply chain analysis Data analytics Inventory management Transportation planning Problem-solving,PulteGroup
1.5413E+15,5 to 14 Years,BA,56-128,San Marino,San Marino,43.9424,12.4578,Part-Time,39267,17-08-2023,Both,UX/UI Designer,User Interface Designer,The Muse,"UI design principles and best practices Graphic design tools (e.g., Adobe Photoshop, Illustrator) Typography and color theory Visual design and layout Responsive design",Stockland Corporation
7.47039E+14,2 to 12 Years,BA,65-88,Ulaanbaatar,Mongolia,46.8625,103.8467,Contract,92865,18-02-2022,Male,Software Tester,Quality Assurance Analyst,USAJOBS,"Quality assurance processes Testing methodologies (e.g., manual, automated) Bug tracking and reporting Test case development Regression testing",Group 1 Automotive
3.07187E+15,1 to 9 Years,MCA,64-82,Bratislava,Slovak Republic,48.669,19.699,Contract,32898,29-06-2023,Male,Software Tester,Quality Assurance Analyst,FlexJobs,"Quality assurance processes Testing methodologies (e.g., manual, automated) Bug tracking and reporting Test case development Regression testing",Altria Group
1.07138E+15,4 to 8 Years,PhD,56-101,Gaborone,Botswana,-22.3285,24.6849,Contract,49909,10-08-2023,Male,Sales Representative,Inside Sales Representative,Idealist,"Sales prospecting and lead generation Sales presentation and communication CRM software (e.g., Salesforce) Sales negotiation and closing techniques Product knowledge Relationship building",McDonald's
2.52326E+15,4 to 11 Years,B.Com,63-102,Marigot,St. Martin (French part),18.0708,-63.0501,Contract,14944,08-11-2022,Female,Key Account Manager,Strategic Account Manager,Idealist,Account management Client relationship Sales strategy Business development Negotiation skills,Republic Services
4.33364E+14,2 to 15 Years,BBA,55-121,Bandar Seri Begawan,Brunei,4.5353,114.7277,Intern,129177,12-05-2022,Female,Network Administrator,Network Security Analyst,SimplyHired,Network security protocols Intrusion detection and prevention Security incident response Firewall administration Vulnerability assessment Security policies and procedures Log analysis Ethical hacking Problem-solving Communication skills Attention to detail,Republic Services
7.08801E+14,4 to 11 Years,PhD,61-105,Riyadh,Saudi Arabia,23.8859,45.0792,Intern,72619,08-05-2023,Male,Purchasing Agent,Inventory Manager,Jobs2Careers,Inventory control Demand forecasting Supply chain management Data analysis Warehouse management,Continental AG
2.47266E+15,1 to 14 Years,BCA,56-93,Dhaka,Bangladesh,23.685,90.3563,Contract,112909,24-01-2023,Female,QA Analyst,Automation Test Engineer,Internships.com,"Test automation Test framework development Continuous integration Scripting languages (e.g., Python) Test reporting Code review",Tesla
3.06965E+15,4 to 9 Years,BA,57-83,Kuala Lumpur,Malaysia,4.2105,101.9758,Full-Time,61676,21-04-2022,Female,Sales Representative,Inside Sales Representative,Idealist,"Sales prospecting and lead generation Sales presentation and communication CRM software (e.g., Salesforce) Sales negotiation and closing techniques Product knowledge Relationship building",Henkel AG & Co. KGaA
3.01975E+15,1 to 11 Years,BBA,63-104,Bishkek,Kyrgyz Republic,41.2044,74.7661,Intern,106271,24-06-2023,Both,Environmental Consultant,Sustainability Consultant,ZipRecruiter,Sustainability consulting Sustainability assessments Sustainable practices Green building standards Environmental policies Client communication,WESCO International
2.93225E+15,5 to 13 Years,BBA,59-113,Sri Jayawardenepura Kotte,Sri Lanka,7.8731,80.7718,Temporary,36167,10-07-2023,Male,Electrical Engineer,Electronics Hardware Engineer,Stack Overflow Jobs,Electronics design PCB layout Embedded systems Circuit analysis Troubleshooting,Unilever
1.10135E+15,0 to 9 Years,M.Tech,65-107,Mexico City,Mexico,23.6345,-102.5528,Temporary,117330,09-06-2022,Female,Systems Engineer,Systems Integration Specialist,Snagajob,Systems integration Integration architecture Data mapping Middleware technologies API integration System testing Troubleshooting,NRG Energy
2.4025E+15,5 to 11 Years,BCA,55-128,Guatemala City,Guatemala,15.7835,-90.2308,Full-Time,122985,11-08-2023,Female,Electrical Designer,Electrical Engineer,The Muse,Electrical engineering Circuit design Electronics AutoCAD proficiency Problem-solving,"Revlon, Inc."
2.41781E+15,2 to 13 Years,B.Tech,58-115,Quito,Ecuador,-1.8312,-78.1834,Part-Time,103289,09-04-2023,Both,Litigation Attorney,Trial Attorney,SimplyHired,Litigation Legal research Courtroom representation Case preparation Client counseling Legal writing,Constellation Brands
1.57649E+15,2 to 9 Years,BBA,60-113,Moscow,Russia,61.524,105.3188,Contract,42479,21-04-2022,Male,Network Engineer,Network Security Engineer,Dice,Network security protocols and technologies Firewalls and intrusion detection systems Vulnerability assessment and penetration testing Security policy development and enforcement Incident response and recovery,Interpublic Group
1.63906E+15,2 to 12 Years,MBA,57-83,Riga,Latvia,56.8796,24.6032,Temporary,25355,29-05-2022,Female,Psychologist,Research Psychologist,LinkedIn,Research methodology Data analysis Psychological studies Writing research reports Critical thinking,Auto-Owners Insurance
3.04789E+15,2 to 12 Years,B.Tech,64-103,Berlin,Germany,51.1657,10.4515,Part-Time,87550,20-04-2023,Male,Art Teacher,Art Education Coordinator,CareerBuilder,Art education curriculum Program development Teacher training Communication skills Artistic expertise,ODP
9.55022E+14,1 to 8 Years,MCA,58-83,Djibouti (city),Djibouti,11.8251,42.5903,Part-Time,38678,25-02-2022,Female,Human Resources Manager,Talent Acquisition Manager,USAJOBS,Talent sourcing Interviewing Onboarding Recruitment strategies HR software,Titan Company
3.40716E+14,1 to 12 Years,B.Com,61-106,Paramaribo,Suriname,3.9193,-56.0278,Contract,61963,08-06-2023,Male,Teacher,Classroom Teacher,CareerBuilder,Teaching pedagogy Classroom management Curriculum development Student assessment Differentiated instruction,Farmers Insurance Exchange
8.23741E+14,1 to 15 Years,MCA,55-126,City of Port Louis,Mauritius,-20.3484,57.5522,Contract,83361,13-11-2022,Both,Inventory Analyst,Inventory Control Specialist,The Muse,Inventory management Stock control Demand forecasting Inventory tracking systems Supply chain coordination Problem-solving skills,Publix Super Markets
1.08141E+15,4 to 13 Years,M.Com,58-121,Bamako,Mali,17.5707,-3.9962,Contract,53541,04-11-2022,Male,Legal Counsel,Corporate Attorney,Glassdoor,Corporate law and regulations Contract drafting and negotiation Legal research and analysis Risk management Excellent communication and negotiation skills,Otis Worldwide
3.03806E+15,4 to 14 Years,MCA,58-81,Papeete,French Polynesia,-17.6797,-149.4068,Part-Time,28546,19-08-2022,Both,Database Developer,SQL Database Developer,Dice,SQL (Structured Query Language) Database design Query optimization Data modeling Database maintenance Problem-solving skills,US Foods Holding
9.29231E+14,1 to 9 Years,B.Tech,59-108,Brussels,Belgium,50.5039,4.4699,Temporary,131928,15-06-2023,Female,Procurement Specialist,Procurement Manager,SimplyHired,Procurement strategies Supplier management Negotiation Cost analysis Supply chain management,Croda International
2.21335E+15,5 to 15 Years,B.Com,63-85,San Jose,Costa Rica,9.7489,-83.7534,Intern,31092,15-11-2022,Male,Systems Analyst,IT Analyst,Indeed,IT systems analysis Troubleshooting IT support and documentation,Travelers
1.15603E+15,4 to 11 Years,M.Com,55-118,Jakarta,Indonesia,-0.7893,113.9213,Intern,39646,25-04-2023,Both,Nurse Practitioner,Acute Care Nurse Practitioner,Internships.com,Acute care nursing Emergency medicine Critical care Diagnostic tests Treatment planning,Textron
2.14134E+15,0 to 14 Years,M.Com,62-129,Suva,Fiji,-17.7134,178.065,Intern,71394,18-03-2022,Male,Account Executive,Key Account Executive,Internships.com,Key account management Sales strategy development Negotiation and closing skills Relationship building Industry and market knowledge,Ulta Beauty
1.34379E+15,0 to 12 Years,MBA,61-94,Amman,Jordan,30.5852,36.2384,Temporary,70396,09-06-2023,Female,Copywriter,Creative Copywriter,ZipRecruiter,Creative writing Copywriting Advertising copy Content creation Brand storytelling Marketing campaigns Proofreading and editing,American Electric Power
4.81691E+14,0 to 13 Years,BCA,64-113,Kigali,Rwanda,-1.9403,29.8739,Intern,97571,23-11-2022,Male,Procurement Specialist,Procurement Manager,Internships.com,Procurement strategies Supplier management Negotiation Cost analysis Supply chain management,UnitedHealth Group
2.31011E+15,1 to 8 Years,MCA,59-105,Juba,South Sudan,6.877,31.307,Temporary,84264,27-01-2022,Female,Digital Marketing Specialist,SEO Specialist,Glassdoor,"Search engine algorithms and ranking factors Keyword research and analysis On-page and off-page SEO optimization SEO tools (e.g., Google Analytics, SEMrush) SEO content strategy",Tencent Holdings
1.85464E+13,5 to 13 Years,M.Tech,64-86,Manama,Bahrain,26.0667,50.5577,Contract,50052,27-01-2023,Male,UI Developer,Front-End Developer,The Muse,"Front-end web development HTML, CSS, JavaScript Responsive design Web performance optimization Cross-browser compatibility",Otis Worldwide
2.56441E+15,4 to 9 Years,M.Tech,61-116,Vientiane,Lao PDR,19.8563,102.4955,Contract,72807,01-07-2022,Male,Event Planner,Event Coordinator,The Muse,Event planning Vendor coordination Budget management Marketing and promotion Logistics,Tullow Oil
4.36825E+14,1 to 10 Years,BA,62-94,Castries,St. Lucia,13.9094,-60.9789,Full-Time,130966,27-11-2022,Female,Sales Representative,Account Executive,Dice,Sales strategy and planning Account management Customer relationship management Solution selling Sales forecasting Contract negotiation Sales metrics and reporting,Qualcomm
1.69841E+15,0 to 10 Years,B.Tech,64-89,Gaborone,Botswana,-22.3285,24.6849,Contract,102861,23-11-2022,Female,Sales Consultant,B2B Sales Consultant,SimplyHired,B2B sales Business-to-business sales strategies Lead generation Sales negotiations Client relationship building Market research,AutoNation
2.75871E+15,3 to 8 Years,B.Tech,59-94,George Town,Cayman Islands,19.3133,-81.2546,Part-Time,86718,22-08-2023,Male,Database Administrator,Database Developer,SimplyHired,"Database design and development SQL and database querying Data modeling Programming languages (e.g., Java, Python) Data security and privacy regulations knowledge",Peter Kiewit Sons
1.28052E+15,4 to 8 Years,PhD,56-95,Quito,Ecuador,-1.8312,-78.1834,Contract,120930,14-01-2023,Both,Project Manager,Construction Project Manager,Idealist,Construction management Budgeting Contract negotiation Safety regulations,General Mills
